Scenario,Replication,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
Scenario1,4,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,5,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,6,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,7,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,8,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,9,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,10,Server,Server1,InputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,1,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,2,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,3,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,4,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,6,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,7,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,8,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,9,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,10,Server,Server1,InputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,2,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,3,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,4,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,5,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,6,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,7,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,8,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,9,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,10,Server,Server1,InputBuffer,Costs,TotalCost,Total,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,6,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,7,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,8,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,9,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,10,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,6,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,7,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,8,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,9,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,10,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,6,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,7,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,8,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,9,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,10,Server,Server1,InputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,6,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,7,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,8,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,9,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,10,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,6,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,7,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,8,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,9,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,10,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,6,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,7,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,8,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,9,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,10,Server,Server1,InputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00549536471015875
Scenario1,2,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00650837807720286
Scenario1,3,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00586552481645979
Scenario1,4,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00642441997190259
Scenario1,5,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00689207880069226
Scenario1,6,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00581535440034209
Scenario1,7,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00707296516086788
Scenario1,8,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00567451253977874
Scenario1,9,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.00583441219307247
Scenario1,10,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Average,0.0070051722527311
Scenario1,1,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0431986649119391
Scenario1,2,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0410715739943388
Scenario1,3,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0406936337448407
Scenario1,4,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0473621279795502
Scenario1,5,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0530307673970166
Scenario1,6,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0497808362973551
Scenario1,7,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0687901514805915
Scenario1,8,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0545764261109767
Scenario1,9,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0433254821390019
Scenario1,10,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Maximum,0.0528307639930983
Scenario1,1,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,6,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,7,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,8,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,9,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,10,Server,Server1,InputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,2,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,3,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,4,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,5,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,6,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,7,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,8,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,9,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,10,Server,Server1,InputBuffer,Throughput,NumberBalked,Total,0
Scenario1,1,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5635
Scenario1,2,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5787
Scenario1,3,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5657
Scenario1,4,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5709
Scenario1,5,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5802
Scenario1,6,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5605
Scenario1,7,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5632
Scenario1,8,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5584
Scenario1,9,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5627
Scenario1,10,Server,Server1,InputBuffer,Throughput,NumberEntered,Total,5834
Scenario1,1,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5635
Scenario1,2,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5786
Scenario1,3,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5653
Scenario1,4,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5708
Scenario1,5,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5802
Scenario1,6,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5603
Scenario1,7,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5631
Scenario1,8,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5575
Scenario1,9,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5617
Scenario1,10,Server,Server1,InputBuffer,Throughput,NumberExited,Total,5832
Scenario1,1,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,2,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,3,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,4,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,5,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,6,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,7,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,8,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,9,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,10,Server,Server1,InputBuffer,Throughput,NumberReneged,Total,0
Scenario1,1,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,2,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,3,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,4,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,5,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,6,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,7,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,8,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,9,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,10,Server,Server1,OutputBuffer,Content,NumberInStation,Average,0
Scenario1,1,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,2,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,3,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,4,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,5,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,6,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,7,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,8,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,9,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,10,Server,Server1,OutputBuffer,Content,NumberInStation,Maximum,1
Scenario1,1,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,6,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,7,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,8,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,9,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,10,Server,Server1,OutputBuffer,Content,NumberInStation,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,2,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,3,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,4,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,5,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,6,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,7,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,8,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,9,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,10,Server,Server1,OutputBuffer,Costs,CostPerItem,Average,0
Scenario1,1,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,2,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,3,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,4,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,5,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,6,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,7,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,8,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,9,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,10,Server,Server1,OutputBuffer,Costs,CostPerItem,Maximum,0
Scenario1,1,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,6,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,7,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,8,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,9,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,10,Server,Server1,OutputBuffer,Costs,CostPerItem,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,2,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,3,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,4,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,5,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,6,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,7,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,8,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,9,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,10,Server,Server1,OutputBuffer,Costs,TotalCost,Total,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,6,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,7,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,8,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,9,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,10,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,6,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,7,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,8,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,9,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,10,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,6,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,7,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,8,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,9,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,10,Server,Server1,OutputBuffer,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,6,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,7,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,8,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,9,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,10,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,6,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,7,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,8,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,9,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,10,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,6,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,7,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,8,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,9,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,10,Server,Server1,OutputBuffer,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,2,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,3,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,4,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,5,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,6,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,7,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,8,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,9,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,10,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Average,0
Scenario1,1,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,2,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,3,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,4,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,5,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,6,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,7,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,8,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,9,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,10,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Maximum,0
Scenario1,1,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,6,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,7,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,8,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,9,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,10,Server,Server1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,2,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,3,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,4,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,5,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,6,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,7,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,8,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,9,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,10,Server,Server1,OutputBuffer,Throughput,NumberBalked,Total,0
Scenario1,1,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,5635
Scenario1,2,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,5785
Scenario1,3,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,5652
Scenario1,4,Server,Server1,OutputBuffer,Throughput,NumberEntered,Total,5707
